Person A,Person B,Predicted Strength
2023MCB1294,2023MCB1294,0.9867158189586651
2023MCB1294,2023CSB1150,0.9989932922344505
2023MCB1294,2023CSB1102,0.9932365197813463
2023MCB1294,2023CSB1112,1.014224340345415
2023MCB1294,2023CSB1167,1.1614677383789056
2023MCB1294,2023CSB1164,0.9910506689999192
2023MCB1294,2023CSB1142,0.9901832463025295
2023MCB1294,2023CSB1147,0.9928031733314632
2023MCB1294,2023CSB1097,0.9881713799142607
2023MCB1294,2022CSB1202,0.9930497799321879
2023MCB1294,2022CSB1329,1.000884458704639
2023MCB1294,2023CSB1130,0.9955707639833353
2023MCB1294,2023MCB1307,0.9874785688799378
2023MCB1294,2023CSB1165,0.937376329924308
2023MCB1294,2022MCB1363,1.0199057432836176
2023MCB1294,2023CSB1144,0.9971837092156239
2023MCB1294,2023MCB1304,0.9970964123355563
2023MCB1294,2023MCB1284,0.9857095513949145
2023MCB1294,2023CSB1137,0.9952864369490384
2023MCB1294,2022CSB1002,1.0102898311925583
2023MCB1294,2023CSB1156,0.9477004846556998
2023MCB1294,2023CSB1106,0.9775665284862013
2023MCB1294,2023CSB1159,0.9751755432609595
2023MCB1294,2023CSB1163,0.9946506877374945
2023MCB1294,2023MCB1300,0.9305828722527617
2023MCB1294,2023CSB1123,0.9803584953568849
2023MCB1294,2022CSB1141,0.9298212240404613
2023MCB1294,2023CSB1132,0.9898215587205567
2023MCB1294,2023CSB1168,1.1376120427664556
2023MCB1294,2023MCB1317,0.9873228649425063
2023MCB1294,2023CSB1169,0.9956762781426695
2023MCB1294,2023CSB1120,0.8844423341844118
2023MCB1294,2023CSB1122,0.9817249863871305
2023MCB1294,2023CSB1117,1.0015988811712095
2023MCB1294,2023CSB1093,0.9903116811308453
2023MCB1294,2023CSB1139,1.0060476888345913
2023MCB1294,2023CSB1115,0.9813270956712861
2023MCB1294,2023CSB1136,0.9909374407313768
2023MCB1294,2023CSB1135,0.9436384513161685
2023MCB1294,2022MCB1318,1.0176408418236327
2023MCB1294,2023CSB1174,0.9804935072778688
2023MCB1294,2022CSB1106,0.9999224702833375
2023MCB1294,2023MCB1310,0.9983860205633597
2023MCB1294,2022CSB1072,1.109444034535811
2023MCB1294,2023CSB1114,1.0044928357713627
2023MCB1294,2023CSB1148,1.0057413038370737
2023MCB1294,2023CSB1107,0.9826508734925771
2023MCB1294,2023CSB1104,0.9730276885653588
2023MCB1294,2023CSB1133,1.0068310188314655
2023MCB1294,2023MCB1305,0.9768990069764791
2023MCB1294,2023MCB1319,0.9908333760152097
2023MCB1294,2020MCB1225,0.9873208157118705
2023MCB1294,2023MCB1288,0.984904533895348
2023MCB1294,2023CSB1125,0.9784363570482333
2023MCB1294,2023CSB1141,1.008225167078827
2023MCB1294,2022CSB1078,0.980052557200015
2023MCB1294,2023CSB1109,0.9891307576118832
2023MCB1294,2023CSB1138,0.9717703987730536
2023MCB1294,2022CSB1168,1.0288596774152832
2023MCB1294,2023MCB1286,1.0382816894428395
2023MCB1294,2022CSB1150,1.021784757346505
2023MCB1294,2023CSB1172,0.9747238324326194
2023MCB1294,2023CSB1110,0.9843406382844457
2023MCB1294,2023MCB1296,0.992013542783022
2023MCB1294,2023CSB1108,0.9782849132645662
2023MCB1294,2023CSB1116,0.9902045216961854
2023MCB1294,2023CSB1146,0.9891148627883811
2023MCB1294,2023MCB1312,0.9943045504309099
2023MCB1294,2023CSB1103,0.9940621944313626
2023MCB1294,2023CSB1152,0.9878762030194213
2023MCB1294,2022CSB1319,1.0073915762476617
2023MCB1294,2023CSB1092,0.9833457929644525
2023MCB1294,2023CSB1119,0.9809763713042788
2023MCB1294,2023CSB1161,1.004340407444245
2023MCB1294,2023CSB1140,0.9892516433482003
2023MCB1294,2022CSB1314,0.9767096096421053
2023MCB1294,2023CSB1121,0.9883161892732724
2023MCB1294,2023MCB1314,0.9847766836970444
2023MCB1294,2023MCB1308,0.9854218163342526
2023MCB1294,2023CSB1111,0.9868399923666717
2023MCB1294,2023CSB1105,1.0090520187874548
2023MCB1294,2023CSB1127,0.9924893727812234
2023MCB1294,2023CSB1151,0.9874482004691174
2023MCB1294,2022CSB1157,0.9948406198621518
2023MCB1294,2023CSB1098,0.9717774866273752
2023MCB1294,2023CSB1166,0.9894852839920502
2023MCB1294,2022MCB1254,1.0076174109128198
2023MCB1294,2023CSB1158,0.9817946154481498
2023MCB1294,2023CSB1154,0.9883940352860122
2023MCB1294,2023CSB1129,0.9931967162996307
2023MCB1294,2023CSB1113,0.9885306791939361
2023MCB1294,2023MCB1293,0.9868916995573264
2023MCB1294,2022CSB1091,1.00005689414071
2023MCB1294,2023CSB1171,0.9841497972648431
2023MCB1294,2022CSB1070,1.0477367782536162
2023MCB1294,2023CSB1160,0.9890417636634726
2023MCB1294,2023CSB1118,0.9924765116349428
2023MCB1294,2023CSB1124,0.9894376934984885
2023MCB1294,2023MCB1309,0.9923634471451245
2023MCB1294,2023CSB1131,1.0009118081986568
2023MCB1294,2023CSB1128,0.9856729470790359
2023MCB1294,2023CSB1153,1.026689335014689
2023MCB1294,2022CSB1297,1.0351700586802122
2023MCB1294,2022MCB1337,0.9719588647735392
2023MCB1294,2023MCB1290,0.9874184397989314
2023MCB1294,2021CSB1121,1.0047814039929337
2023MCB1294,2023MCB1318,1.0542522198567958
2023MCB1294,2022MCB1380,1.0020303630714127
2023MCB1294,2023MCB1292,0.984185876694983
2023MCB1294,2023CSB1162,0.983048674830651
2023MCB1294,2022CSB1136,0.979162918316892
2023MCB1294,2023CSB1134,0.9848797341920471
2023MCB1294,2023CSB1170,0.985828831707756
2023MCB1294,2023MCB1287,0.9833394078513791
2023MCB1294,2023CSB1155,0.9728617167149853
2023CSB1150,2023MCB1294,0.9921026352145228
2023CSB1150,2023CSB1150,0.9913795415147825
2023CSB1150,2023CSB1102,0.9997431240382781
2023CSB1150,2023CSB1112,0.9851133427480399
2023CSB1150,2023CSB1167,1.1456260245393894
2023CSB1150,2023MCB1285,0.9891492546130829
2023CSB1150,2023CSB1164,0.984698566349574
2023CSB1150,2023CSB1142,0.9829672729223188
2023CSB1150,2023MCB1299,0.9810939701447661
2023CSB1150,2022CSB1202,1.003993186909261
2023CSB1150,2022CSB1329,0.9754499217193524
2023CSB1150,2023CSB1130,0.9908713015949886
2023CSB1150,2023MCB1307,1.003315786912439
2023CSB1150,2023MCB1298,0.983676360717738
2023CSB1150,2023CSB1165,1.0231432817430985
2023CSB1150,2022MCB1363,0.966352479486739
2023CSB1150,2023CSB1144,1.0052516542492023
2023CSB1150,2023MCB1304,0.9978889270260601
2023CSB1150,2023MCB1284,0.9880666336877364
2023CSB1150,2023CSB1137,0.9937029457564841
2023CSB1150,2021CSB1122,1.0059347500687903
2023CSB1150,2022CSB1002,1.0229890418892433
2023CSB1150,2023MCB1291,0.9874249157405265
2023CSB1150,2023CSB1099,0.9891036567424966
2023CSB1150,2023CSB1156,1.0065255324234297
2023CSB1150,2023CSB1101,0.9792906462683639
2023CSB1150,2023CSB1159,0.9850259479983923
2023CSB1150,2023MCB1300,0.9811563652551462
2023CSB1150,2023CSB1123,0.9891246087145438
2023CSB1150,2022CSB1141,1.0027939162060246
2023CSB1150,2023CSB1132,0.9900806502852729
2023CSB1150,2023CSB1096,0.9880003568175324
2023CSB1150,2023CSB1168,1.1337667774527256
2023CSB1150,2023MCB1317,0.9897775064340193
2023CSB1150,2023CSB1169,0.9928014944552255
2023CSB1150,2023CSB1120,0.9609362584528264
2023CSB1150,2023CSB1093,0.989170069942738
2023CSB1150,2023CSB1139,1.008853169860733
